ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ckifhecca000a3a68chujsxk7,ckifh24r527g20rc6gtgdcfcx,https://storage.labelbox.com/cki91q3az4u150806veuclsco%2F657f79ec-cb65-3ed1-fe60-ab6a9d974a21-Y28.jpg?Expires=1608614264602&KeyName=labelbox-assets-key-1&Signature=l6sgRamnuiskKkghi6bZp_YO1Xo,"{""objects"":[{""featureId"":""ckifhe6l802d30ybt1bml3bvw"",""schemaId"":""ckifh5l6p01hb0ybtf38e7rot"",""title"":""tumor"",""value"":""tumor"",""color"":""#1CE6FF"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckifhe6l802d30ybt1bml3bvw?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2k5MXEzYmg2YWRmMDg1OG56MmJiaTY2Iiwib3JnYW5pemF0aW9uSWQiOiJja2k5MXEzYXo0dTE1MDgwNnZldWNsc2NvIiwiaWF0IjoxNjA3NDA0NjY0LCJleHAiOjE2MDk5OTY2NjR9.-gUAJHv3Eba7m1T06VaIMo0feXvfZJI6g5OXTHTHpGY""}],""classifications"":[]}",anniejoshi2000@gmail.com,Brain Tumor,1607401579000,1607401637235,8.214,Y28.jpg,,-1,,,TUMORS,[],https://editor.labelbox.com?project=ckifgyy6foss20841ithcei8f&label=ckifhecca000a3a68chujsxk7
ckifheo5d000b3a68wb2g34w5,ckifh24r627jm0rc66k62eiyj,https://storage.labelbox.com/cki91q3az4u150806veuclsco%2Fd8b60796-2958-e215-4523-9e5c4ddaea50-Y65.JPG?Expires=1608614264604&KeyName=labelbox-assets-key-1&Signature=4vsw_53V3v5PD-uLuJUWWPPJl5s,"{""objects"":[{""featureId"":""ckifhemfu02fe0ybt7g23bk73"",""schemaId"":""ckifh5l6p01hb0ybtf38e7rot"",""title"":""tumor"",""value"":""tumor"",""color"":""#1CE6FF"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckifhemfu02fe0ybt7g23bk73?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2k5MXEzYmg2YWRmMDg1OG56MmJiaTY2Iiwib3JnYW5pemF0aW9uSWQiOiJja2k5MXEzYXo0dTE1MDgwNnZldWNsc2NvIiwiaWF0IjoxNjA3NDA0NjY0LCJleHAiOjE2MDk5OTY2NjR9.-gUAJHv3Eba7m1T06VaIMo0feXvfZJI6g5OXTHTHpGY""}],""classifications"":[]}",anniejoshi2000@gmail.com,Brain Tumor,1607401594000,1607401640000,14.725,Y65.JPG,-1,-1,,,TUMORS,[],https://editor.labelbox.com?project=ckifgyy6foss20841ithcei8f&label=ckifheo5d000b3a68wb2g34w5
ckifhew4d000c3a68jx114jsy,ckifh24r827n60rc66pe418db,https://storage.labelbox.com/cki91q3az4u150806veuclsco%2Fc86d09d4-87fb-5fb4-8294-4b6f3f352ac6-Y105.jpg?Expires=1608614264604&KeyName=labelbox-assets-key-1&Signature=aTTmApj8PNWY-3A1mjuWF1dvMWs,"{""objects"":[{""featureId"":""ckifheutc02ez0yapafp78ccy"",""schemaId"":""ckifh5l6p01hb0ybtf38e7rot"",""title"":""tumor"",""value"":""tumor"",""color"":""#1CE6FF"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckifheutc02ez0yapafp78ccy?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2k5MXEzYmg2YWRmMDg1OG56MmJiaTY2Iiwib3JnYW5pemF0aW9uSWQiOiJja2k5MXEzYXo0dTE1MDgwNnZldWNsc2NvIiwiaWF0IjoxNjA3NDA0NjY0LCJleHAiOjE2MDk5OTY2NjR9.-gUAJHv3Eba7m1T06VaIMo0feXvfZJI6g5OXTHTHpGY""}],""classifications"":[]}",anniejoshi2000@gmail.com,Brain Tumor,1607401605000,1607401641464,6.205,Y105.jpg,,-1,,,TUMORS,[],https://editor.labelbox.com?project=ckifgyy6foss20841ithcei8f&label=ckifhew4d000c3a68jx114jsy
ckifhf64i000d3a68i366jzmr,ckifh24r927qq0rc695umg54e,https://storage.labelbox.com/cki91q3az4u150806veuclsco%2F2d321cc1-e856-a343-baf9-aee81c75e5e3-Y169.jpg?Expires=1608614264605&KeyName=labelbox-assets-key-1&Signature=NEmxs2wciCS0SmsHvZX_tUoNIT8,"{""objects"":[{""featureId"":""ckifhf42d02rt0y93f5uz57i1"",""schemaId"":""ckifh5l6p01hb0ybtf38e7rot"",""title"":""tumor"",""value"":""tumor"",""color"":""#1CE6FF"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckifhf42d02rt0y93f5uz57i1?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2k5MXEzYmg2YWRmMDg1OG56MmJiaTY2Iiwib3JnYW5pemF0aW9uSWQiOiJja2k5MXEzYXo0dTE1MDgwNnZldWNsc2NvIiwiaWF0IjoxNjA3NDA0NjY0LCJleHAiOjE2MDk5OTY2NjR9.-gUAJHv3Eba7m1T06VaIMo0feXvfZJI6g5OXTHTHpGY""}],""classifications"":[]}",anniejoshi2000@gmail.com,Brain Tumor,1607401624000,1607401643000,6.195,Y169.jpg,-1,-1,,,TUMORS,[],https://editor.labelbox.com?project=ckifgyy6foss20841ithcei8f&label=ckifhf64i000d3a68i366jzmr
ckifhfjak000e3a68yywn3who,ckifh24ra27ua0rc60flq42t5,https://storage.labelbox.com/cki91q3az4u150806veuclsco%2F580bdfdf-081d-b35a-b95a-7109df5c710c-Y259.JPG?Expires=1608614264605&KeyName=labelbox-assets-key-1&Signature=hhrtHFxK1xe7zvycKYsD3QwmWT0,"{""objects"":[{""featureId"":""ckifhfi1h02tq0y93d7pu27ct"",""schemaId"":""ckifh5l6p01hb0ybtf38e7rot"",""title"":""tumor"",""value"":""tumor"",""color"":""#1CE6FF"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckifhfi1h02tq0y93d7pu27ct?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2k5MXEzYmg2YWRmMDg1OG56MmJiaTY2Iiwib3JnYW5pemF0aW9uSWQiOiJja2k5MXEzYXo0dTE1MDgwNnZldWNsc2NvIiwiaWF0IjoxNjA3NDA0NjY0LCJleHAiOjE2MDk5OTY2NjR9.-gUAJHv3Eba7m1T06VaIMo0feXvfZJI6g5OXTHTHpGY""}],""classifications"":[]}",anniejoshi2000@gmail.com,Brain Tumor,1607401635000,1607401744000,6.925,Y259.JPG,-1,-1,,,TUMORS,[],https://editor.labelbox.com?project=ckifgyy6foss20841ithcei8f&label=ckifhfjak000e3a68yywn3who
ckifhfxk3000f3a68bvui6dkw,ckifh24r527ge0rc639seh85w,https://storage.labelbox.com/cki91q3az4u150806veuclsco%2Fe9ee1cec-69fa-f24d-e7fc-1cca975aff35-Y31.jpg?Expires=1608614264605&KeyName=labelbox-assets-key-1&Signature=Nm71pZm7ko420tNfYEwk8z_7dl8,"{""objects"":[{""featureId"":""ckifhfwdj02nf0y8t826wexy6"",""schemaId"":""ckifh5l6p01hb0ybtf38e7rot"",""title"":""tumor"",""value"":""tumor"",""color"":""#1CE6FF"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckifhfwdj02nf0y8t826wexy6?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2k5MXEzYmg2YWRmMDg1OG56MmJiaTY2Iiwib3JnYW5pemF0aW9uSWQiOiJja2k5MXEzYXo0dTE1MDgwNnZldWNsc2NvIiwiaWF0IjoxNjA3NDA0NjY0LCJleHAiOjE2MDk5OTY2NjR9.-gUAJHv3Eba7m1T06VaIMo0feXvfZJI6g5OXTHTHpGY""}],""classifications"":[]}",anniejoshi2000@gmail.com,Brain Tumor,1607401653000,1607401745000,14.762,Y31.jpg,-1,-1,,,TUMORS,[],https://editor.labelbox.com?project=ckifgyy6foss20841ithcei8f&label=ckifhfxk3000f3a68bvui6dkw
ckifhg8kq000g3a6811h0fa5z,ckifh24r627jy0rc691lg9f8o,https://storage.labelbox.com/cki91q3az4u150806veuclsco%2F74ae650d-c070-f357-6d0c-466255aed423-Y69.jpg?Expires=1608614264606&KeyName=labelbox-assets-key-1&Signature=qG8DgM1MhT4z_zOrUprNNUjhCoM,"{""objects"":[{""featureId"":""ckifhg77g02wj0y93d09n5urs"",""schemaId"":""ckifh5l6p01hb0ybtf38e7rot"",""title"":""tumor"",""value"":""tumor"",""color"":""#1CE6FF"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckifhg77g02wj0y93d09n5urs?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2k5MXEzYmg2YWRmMDg1OG56MmJiaTY2Iiwib3JnYW5pemF0aW9uSWQiOiJja2k5MXEzYXo0dTE1MDgwNnZldWNsc2NvIiwiaWF0IjoxNjA3NDA0NjY0LCJleHAiOjE2MDk5OTY2NjR9.-gUAJHv3Eba7m1T06VaIMo0feXvfZJI6g5OXTHTHpGY""}],""classifications"":[]}",anniejoshi2000@gmail.com,Brain Tumor,1607401667000,1607401746000,8.669,Y69.jpg,-1,-1,,,TUMORS,[],https://editor.labelbox.com?project=ckifgyy6foss20841ithcei8f&label=ckifhg8kq000g3a6811h0fa5z
ckifhgn7c000h3a684ns9bvvm,ckifh24r827ni0rc69qwq3kt6,https://storage.labelbox.com/cki91q3az4u150806veuclsco%2Fb86c026b-3162-eb7d-4e17-618a82d20052-Y108.jpg?Expires=1608614264606&KeyName=labelbox-assets-key-1&Signature=0ecdekc_HC1ZO8ObYSeVrslvymo,"{""objects"":[{""featureId"":""ckifhglxk02o70yco5jt2csok"",""schemaId"":""ckifh5l6p01hb0ybtf38e7rot"",""title"":""tumor"",""value"":""tumor"",""color"":""#1CE6FF"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckifhglxk02o70yco5jt2csok?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2k5MXEzYmg2YWRmMDg1OG56MmJiaTY2Iiwib3JnYW5pemF0aW9uSWQiOiJja2k5MXEzYXo0dTE1MDgwNnZldWNsc2NvIiwiaWF0IjoxNjA3NDA0NjY0LCJleHAiOjE2MDk5OTY2NjR9.-gUAJHv3Eba7m1T06VaIMo0feXvfZJI6g5OXTHTHpGY""}],""classifications"":[]}",anniejoshi2000@gmail.com,Brain Tumor,1607401686000,1607401747000,11.269,Y108.jpg,-1,-1,,,TUMORS,[],https://editor.labelbox.com?project=ckifgyy6foss20841ithcei8f&label=ckifhgn7c000h3a684ns9bvvm
ckifhgvsw000i3a6890otuzay,ckifh24r927r20rc6f3u5hyan,https://storage.labelbox.com/cki91q3az4u150806veuclsco%2Fe4bd41d5-fa9b-29a1-6994-d6af1933cd53-Y181.jpg?Expires=1608614264607&KeyName=labelbox-assets-key-1&Signature=55ATXKSLW8Sn8dbPy9DTWv_W4UM,"{""objects"":[{""featureId"":""ckifhguu002zi0y9362ri4i90"",""schemaId"":""ckifh5l6p01hb0ybtf38e7rot"",""title"":""tumor"",""value"":""tumor"",""color"":""#1CE6FF"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckifhguu002zi0y9362ri4i90?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2k5MXEzYmg2YWRmMDg1OG56MmJiaTY2Iiwib3JnYW5pemF0aW9uSWQiOiJja2k5MXEzYXo0dTE1MDgwNnZldWNsc2NvIiwiaWF0IjoxNjA3NDA0NjY0LCJleHAiOjE2MDk5OTY2NjR9.-gUAJHv3Eba7m1T06VaIMo0feXvfZJI6g5OXTHTHpGY""}],""classifications"":[]}",anniejoshi2000@gmail.com,Brain Tumor,1607401714000,1607401749000,4.937,Y181.jpg,-1,-1,,,TUMORS,[],https://editor.labelbox.com?project=ckifgyy6foss20841ithcei8f&label=ckifhgvsw000i3a6890otuzay
ckifhjpv8000j3a68mvrjxssi,ckifh24r427d60rc661tzf284,https://storage.labelbox.com/cki91q3az4u150806veuclsco%2Fa9dd0cd2-4c81-d088-89a4-b92229afd94d-Y1.jpg?Expires=1608614264607&KeyName=labelbox-assets-key-1&Signature=wrZhTWKMRPsU1DsHl2ZcwnVhGaQ,"{""objects"":[{""featureId"":""ckifhjopr030g0ycodtbl391s"",""schemaId"":""ckifh5l6p01hb0ybtf38e7rot"",""title"":""tumor"",""value"":""tumor"",""color"":""#1CE6FF"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckifhjopr030g0ycodtbl391s?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2k5MXEzYmg2YWRmMDg1OG56MmJiaTY2Iiwib3JnYW5pemF0aW9uSWQiOiJja2k5MXEzYXo0dTE1MDgwNnZldWNsc2NvIiwiaWF0IjoxNjA3NDA0NjY0LCJleHAiOjE2MDk5OTY2NjR9.-gUAJHv3Eba7m1T06VaIMo0feXvfZJI6g5OXTHTHpGY""}],""classifications"":[]}",anniejoshi2000@gmail.com,Brain Tumor,1607401830000,1607401861000,5.331,Y1.jpg,-1,-1,,,TUMORS,[],https://editor.labelbox.com?project=ckifgyy6foss20841ithcei8f&label=ckifhjpv8000j3a68mvrjxssi
